"","X","r.id","id","institutionCode","collectionCode","ownerInstitutionCode","collectionID","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","lifeStage","sex","individualCount","preparations","country","stateProvince","county","municipality","locality","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","rights","rightsHolder","accessRights","recordId","references","scinam"
"53040",35985,42845,"5216856","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","677ac0e6-5d15-4733-a71a-f7eea5aba6f6","v0018510WIS","128592","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Hansen, Bruce; Nee, Mike; Phillips, Marc","4731","28026",1976,9,23,267,267,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Buffalo","","Buffalo River in S Mondovi.","",44.38222,-91.7566,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:677ac0e6-5d15-4733-a71a-f7eea5aba6f6","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5216856",NA
"53078",35925,42784,"19330725","USF","Herb","","eefc8d2f-42bb-4ba2-92d7-52a4290a6fac","PreservedSpecimen","668A5EC6-5E07-4483-83B1-FE3223911D1C","269162","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","B. F. Hansen, M. Nee, M. Phillips","4277","28025",1976,9,22,266,266,"28025","","Roadside weeds in dry ditch, witih Bromus inermis, Monarda fistulosa, Asparagus officinalis, and Trifolium pratense.","","",NA,"","","Fruit",NA,"",NA,NA,"","United States","Wisconsin","Trempealeau","","ALong Elk Creek, 1.5 mi. E of Pleasantville on C-E. T23N, R7W, Sec. 19, SW¼ of NE¼.","",44.30421,-91.35828,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","en","","43630.69514","http://creativecommons.org/licenses/by/3.0/","","","urn:uuid:31ef60ae-197a-4129-a584-78fd767323e6","http://midwestherbaria.org/portal/collections/individual/index.php?occid=19330725",NA
"53079",35926,42785,"5036687","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","9760492a-8e85-43fe-960c-b38006eaedf9","v0017398WIS","127482","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Hansen, Bruce; Nee, Mike; Phillips, Marc","4277","28025",1976,9,22,266,266,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Trempealeau","","1.5mi E of Pleasantville on CTH E; along Elk Creek","",44.30421,-91.35828,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:9760492a-8e85-43fe-960c-b38006eaedf9","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5036687",NA
"53080",41479,48440,"5124308","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","57f2dad1-4c5d-430f-b89f-cad92cadd3f4","v0017743WIS","127827","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Fredricks, Michelle","85","30143",1982,7,11,192,192,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Trempealeau","","0.5mi W of Galesville on Hwy 35-54 and 0.4mi S on CTH K","",44.30421,-91.35828,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:57f2dad1-4c5d-430f-b89f-cad92cadd3f4","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5124308",NA
"53083",46450,53515,"4993944","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","e565afef-c2c0-4f19-bbe5-62c890c55817","v0017742WIS","127826","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Skroch, Paul","158","33104",1990,8,19,231,231,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Trempealeau","","0.5mi S of Independence along Hwy 93","",44.30421,-91.35828,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:e565afef-c2c0-4f19-bbe5-62c890c55817","http://midwestherbaria.org/portal/collections/individual/index.php?occid=4993944",NA
"53379",52483,59659,"5083878","KSTC","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","05c98272-7c18-4526-afe1-3b0ef94f5063","v0125621WIS","234178","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Williams, Mike","884","36730",2000,7,23,205,205,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Monroe","","Training Area M6, near main road; Military Coordinates X,Y: 685150, 4887150","",43.9461,-90.61862,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:05c98272-7c18-4526-afe1-3b0ef94f5063","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5083878",NA
"53380",52484,59660,"745243","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","bececc44-f95b-11e2-9dec-002590257708","v0125621WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","Cochrane, Theodore S.","37288","","","","","","Williams, Mike","884","36730",2000,7,23,205,205,"","","near road frowing under trees. Assoc.: Quercus velutina, Bromus inermis, Melilotus spp.","","",NA,"Flowers fragrant.","","",NA,"",NA,NA,"","United States","Wisconsin","Monroe","","Training Area M6, near main road; Military Coordinates X,Y: 685150, 4887150","",43.9461,-90.61862,"118103","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:f6107052-7901-48cd-b518-e1ea95051c13","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=745243",NA
"53459",36253,43120,"1014345","MIL","VP","","b72febed-41ee-41c4-8e65-00424d35d488","PreservedSpecimen","8cd05852-9a6b-4b41-97b5-77e1ddedfab9","B160655","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Dr. William C. Taylor","3318","28298",1977,6,22,173,173,"28298","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","La Crosse","","","",43.90762,-91.1166,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","43229.71389","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:b63f6122-315b-4424-9794-d169efb85597","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=1014345",NA
"53462",47357,54434,"5225390","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","428c0ff4-9f3b-4d3c-a7fb-49e1248a6c67","v0017735WIS","127819","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Konkel, Deborah","686","33788",1992,7,3,185,185,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","La Crosse","","Midway Railroad Prairie","",43.90762,-91.1166,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:428c0ff4-9f3b-4d3c-a7fb-49e1248a6c67","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5225390",NA
"53463",47359,54436,"1014344","MIL","VP","","b72febed-41ee-41c4-8e65-00424d35d488","PreservedSpecimen","e2498d88-9dd9-4acb-9015-c443ae83e546","B151918","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","D. Konkel","685","33788",1992,7,3,185,185,"33788","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","La Crosse","","","",43.90762,-91.1166,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","43229.71389","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:968ee6e3-10e7-41fb-b266-2f47e1cc6bf6","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=1014344",NA
"53465",47608,54694,"5054631","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","9284ad3e-980f-45da-a14d-a60a842bdf04","v0017725WIS","127809","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Konkel, Deborah","941","33818",1992,8,2,215,215,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","La Crosse","","La Crosse River Trail Prairie","",43.90762,-91.1166,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:9284ad3e-980f-45da-a14d-a60a842bdf04","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5054631",NA
"53466",47609,54695,"638580","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3b3d43a-f95b-11e2-9dec-002590257708","v0017725WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Konkel, Deborah","941","33818",1992,8,2,215,215,"","","Level open site with Amorpha canescens, Andropogon gerardii, Helianthus laetiflorus, Coreopsis palmata, and Euphorbia corollata.","","",NA,"Common species","","",NA,"",NA,NA,"","United States","Wisconsin","La Crosse","","La Crosse River Trail Prairie","",43.90762,-91.1166,"14565","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:bb169e3b-4e8e-45ab-b4d8-2b99175626b0","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638580",NA
"53506",33098,39923,"4007b5cd-af02-4525-9458-345769dc7bcf","MIL","mil","mpm","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125261","preservedspecimen","593d6843-e133-4dda-b655-84dab512681e","","388","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",3170247,"","Asclepias","syriaca","species","","","","","","","","","s. ziegler","","27239",1974,7,29,210,210,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Minnesota","Houston","","","",43.67104,-91.49004,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","2016-09-07T15:22:58.212325+00:00","","","","","",NA
"53509",33310,40139,"3478018","MWI","","","5f887025-5ee0-453e-b25b-360c1f5e870a","PreservedSpecimen","d41aaa10-bd02-40a8-87a2-b57374215d37","MWI00053625","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","S.R. Ziegler","1974","","","","","","Ziegler, S.R.","521","27259",1974,8,18,230,230,"","","Dredge spoil site, age of dredge material 5 years, normal pool elevation 631 feet, large island on the west side of the main channel, specimen on large deposition site, south end of the island, sporobolus abundant.","","",NA,"","","",NA,"",NA,NA,"","United States","Minnesota","Houston","Mississippi River miles #691","Mississippi River miles #691, Island 13, label has map","",43.67104,-91.49004,"","","T103N R4W S13 ;","","","","","county centroid",190,NA,NA,NA,NA,"644 feet","","","","42010.60486","http://creativecommons.org/licenses/by/3.0/","Western Illinois University","","urn:uuid:d41aaa10-bd02-40a8-87a2-b57374215d37","http://midwestherbaria.org/portal/collections/individual/index.php?occid=3478018",NA
"53561",31917,38730,"5021672","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","30c95e37-7c00-4da7-9436-bef8895ab32a","v0017745WIS","127829","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Stahmann-Lowther, Caryn","194","26857",1973,7,12,193,193,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Vernon","","[orig. R2E-err]","",43.5926,-90.83474,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:30c95e37-7c00-4da7-9436-bef8895ab32a","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5021672",NA
"53562",31926,38739,"5124947","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","fe1dfa49-7b72-4a64-a349-2ad672a6d7e3","v0017746WIS","127830","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Stahmann-Lowther, Caryn","194","26857",1973,7,12,193,193,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Vernon","","[orig. R2E-err]","",43.5926,-90.83474,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:fe1dfa49-7b72-4a64-a349-2ad672a6d7e3","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5124947",NA
"53566",33368,40197,"5021236","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","34ee998b-b56d-4454-88f3-3bcf205bd8a9","v0017747WIS","127831","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Ziegler, S.","667","27263",1974,8,22,234,234,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Vernon","","Island 8; Mississippi mile #688.4","",43.5926,-90.83474,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:34ee998b-b56d-4454-88f3-3bcf205bd8a9","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5021236",NA
"53571",34038,40870,"4982952","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","e0ac7ce1-2905-4aba-bb26-02ff9007d7cf","v0017744WIS","127828","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Ziegler, S.; Leykom, M.","1545","27577",1975,7,2,183,183,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Vernon","","Island 4; Mississippi mile #696.7","",43.5926,-90.83474,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:e0ac7ce1-2905-4aba-bb26-02ff9007d7cf","http://midwestherbaria.org/portal/collections/individual/index.php?occid=4982952",NA
"53572",34051,40883,"12579545","MSUB","","","5f8fd81b-53d8-4952-ae40-426d0ab7736d","PreservedSpecimen","98e2fb95-1f5a-43ee-86ae-3cdf7d633e5b","MSUB0000393","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Ziegler, S. R.; M. F. Leykom","1563","27578",1975,7,3,184,184,"","","Open area on S end of island","","",NA,"","","",NA,"Flowering & Fruiting",NA,NA,"","United States","Wisconsin","Vernon","","MS River mile #688.4","",43.5926,-90.83474,"","","T14N R7W S18","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42704.70903","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:98e2fb95-1f5a-43ee-86ae-3cdf7d633e5b","http://midwestherbaria.org/portal/collections/individual/index.php?occid=12579545",NA
"53573",34052,40884,"3478017","MWI","","","5f887025-5ee0-453e-b25b-360c1f5e870a","PreservedSpecimen","a657d585-f20c-467f-ae8d-b703d2b7daca","MWI00053624","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","S.R. Ziegler","1975","","","","","","Ziegler, S.R.; M.F. Leykom","1585","27578",1975,7,3,184,184,"","","Dredge spoil site, age of dredge material 5 years, normal pool elevation 631 feet, large island on the east side of the main channel, specimen on larger deposition site, north end of the island, sporobolus abundant.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Vernon","Mississippi River miles #688.4","Mississippi River miles #688.4, Island 8, label has map","",43.5926,-90.83474,"","","T14N R7W S18 ;","","","","","county centroid",190,NA,NA,NA,NA,"642 feet","","","","42010.60486","http://creativecommons.org/licenses/by/3.0/","Western Illinois University","","urn:uuid:a657d585-f20c-467f-ae8d-b703d2b7daca","http://midwestherbaria.org/portal/collections/individual/index.php?occid=3478017",NA
"53655",32029,38843,"5199646","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","621b9b92-9b72-4752-b7ac-fe2bc90488fd","v0017362WIS","127446","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Nee, Mike","6232","26864",1973,7,19,200,200,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Richland","","Bear Creek, 7mi N of Lone Rock","",43.37877,-90.43123,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:621b9b92-9b72-4752-b7ac-fe2bc90488fd","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5199646",NA
"53780",32977,39800,"5003036","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","4c9ea6d4-9b03-4a0b-bac6-c0eec914b56d","v0017208WIS","127294","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Keller, C.","54","27222",1974,7,12,193,193,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Crawford","","Hwy 60, 13mi NE of Wauzeka","",43.24155,-90.92772,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:4c9ea6d4-9b03-4a0b-bac6-c0eec914b56d","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5003036",NA
"53785",33118,39943,"4934627","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","9b632824-aa79-4dc2-aaa4-08b4668c06e2","v0017204WIS","127290","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Keller, C.","171","27241",1974,7,31,212,212,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Crawford","","Hwy 171","",43.24155,-90.92772,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:9b632824-aa79-4dc2-aaa4-08b4668c06e2","http://midwestherbaria.org/portal/collections/individual/index.php?occid=4934627",NA
"53786",33121,39946,"4956936","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","fe761866-9a2f-499a-832d-dd3f168e3bb0","v0017207WIS","127293","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Keller, C.","172","27241",1974,7,31,212,212,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Crawford","","Hwy 171","",43.24155,-90.92772,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:fe761866-9a2f-499a-832d-dd3f168e3bb0","http://midwestherbaria.org/portal/collections/individual/index.php?occid=4956936",NA
