"","X","r.id","id","institutionCode","collectionCode","ownerInstitutionCode","collectionID","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","lifeStage","sex","individualCount","preparations","country","stateProvince","county","municipality","locality","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","rights","rightsHolder","accessRights","recordId","references","scinam"
"47084",51382,58544,"591517","SUWS","VP","","247a4612-e9de-4ee0-862d-f0d8457e120c","PreservedSpecimen","aab62ac2-f95b-11e2-9dec-002590257708","SUWS013806","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Eastman, Dave","97/4","35684",1997,9,11,254,254,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Douglas","","N/A","",46.68445,-92.12952,"13702","","T49N R14W sec33","","","","","",NA,NA,NA,NA,NA,"","","","","42438.88611","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:1a56fb55-76d1-48f6-ad73-71c8d9ed3c2b","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=591517",NA
"47239",51540,58704,"883286","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","f782c24f-72aa-4fc1-b026-a33fcd5417ff","v0262340WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","Cochrane, Theodore S.","40722","","","","","","Christman,","1.5","35966",1998,6,20,171,171,"","Site 1, plant 5. Very common.","Prairie remnant at bottom of SW-facing slope; in sunny drainage swale.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Sauk","","Badger Army Ammunition Plant, between (5 mi. N of) Prairie du Sac and (6 mi. S of) Baraboo. Prairie 1--2 acres in size, 35 m E of rd. on SW side of hill.","",43.33663,-89.73873,"","","43.3366333° N, 89.7387333° W; T10N R06E sec24","","","","","",290,NA,NA,NA,NA,"950 ft.","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:51785a90-5b0e-4476-8ed5-2b32c7b78a25","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=883286",NA
"47255",51557,58721,"828390","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","c7f8671c-f95b-11e2-9dec-002590257708","v0208610WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Judziewicz, Emmet J.","13646","35970",1998,6,24,175,175,"","","Lawns, old fields, brushy areas near buildings, and disturbed sand spit.","","",NA,"Occasional.","","",NA,"",NA,NA,"","United States","Wisconsin","Door","","Rock Island, S tip of island. Also from Sec. 23 SW4SW4 and Sec. 26 NW4NW4.","",45.41099,-86.82896,"158708","569","T34N 34N R30E 30E sec22 27","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:1155f77e-2dec-4c94-960a-73525d9231eb","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=828390",NA
"47638",51978,59148,"14200","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","1619fd84-e827-4aa2-acec-113fcc0d93ff","453695","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Biederman, L.","259","36323",1999,6,12,163,163,"","","On lower slopes ... Associates include: Andropogon gerardii, Aster ericoides, Phlox pilosa, Helianthus rigida, Poa pratensis, Sorobolis [sic] heterolepis, Rosa arkansana, and Coreopsis palmata.","","",NA,"","","",NA,"",NA,NA,"single sheet","United States","Minnesota","Faribault","","Faribault County ... in Osmundson Scientific and Natural Area ... T101N R24W SWNE36;Osmundson Prairie Scientific Natural Area;101N;24W;36","",43.50684,-93.65853,"WGS84","800","","mcman110 (2016-02-23 14:47:05)","","georef batch tool 2016-02-23; GeoLocate","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","43158.44167","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:1619fd84-e827-4aa2-acec-113fcc0d93ff","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=14200",NA
"47648",51988,59158,"180142","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","75fa8d54-1b6f-4be7-89eb-97ab70017efa","484337","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Juhnke, C.","375 CMJ FRO","36333",1999,6,22,173,173,"","","Restored prairie ... With black-eyed Susan, Indian grass, and leadplant.","","",NA,"","","",NA,"",NA,NA,"single sheet","United States","Minnesota","Goodhue","","Frontenac State Park Goodhue County ... Restored prairie east of contact station ...T112N R13W NE SE NW 11;Frontenac State Park;112N;13W;11","",44.51999,-92.33922,"WGS84","800","","mcman110 (2016-02-23 15:22:38)","","georef batch tool 2016-02-23; GeoLocate","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","43158.44167","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:75fa8d54-1b6f-4be7-89eb-97ab70017efa","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=180142",NA
"47700",52042,59213,"35946","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","6ab940c0-32f0-4b6f-8584-389294212492","434984","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Hanson, Catherine","301","36354",1999,7,13,194,194,"","","FQURU1-01","","",NA,"","","",NA,"",NA,NA,"","United States","Minnesota","Morrison","","Crane Meadows National Wildlife Refuge; SENW 30-40-31;Crane Meadows National Wildlife Refuge;040N;31W;30","",45.9339,-94.25156,"WGS84","800","","mcman110 (2016-03-01 12:05:34)","","georef batch tool 2016-03-01; GeoLocate","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","42430.54514","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:6ab940c0-32f0-4b6f-8584-389294212492","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=35946",NA
"47764",52111,59282,"781417","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","c302ce6e-f95b-11e2-9dec-002590257708","v0161703WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Mahlberg, Paul G.","343","36365",1999,7,24,205,205,"","","Growing in sunny, grassy, open field.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Door","","Near CTH E along CTH A.","",45.06161,-87.18321,"135551","1138","T30N R27E sec23","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:08a15575-487d-419f-89f7-4da46fe1c59b","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=781417",NA
"47823",52170,59341,"5011658","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","82c2f490-e611-44ee-a2c8-771660ab310a","v0209033WIS","317484","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Judziewicz, Emmet; Huff, John; Kitt, Mike","14102","36381",1999,8,9,221,221,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Marinette","","Green Island, 80 acre island in Green Bay","",45.05,-87.5,"","","","","","","","",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:82c2f490-e611-44ee-a2c8-771660ab310a","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5011658",NA
"47824",52171,59342,"828813","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","c7fccd70-f95b-11e2-9dec-002590257708","v0209033WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Judziewicz, Emmet J.; Huff, John; Kitt, Mike","14102","36381",1999,8,9,221,221,"","","Island with small interior mesic boreal forest; large amounts of aspen and brushland; gravelly beaches with many exotics, epsecially at E and W ends of island.","","",NA,"Occasional.","","",NA,"",NA,NA,"","United States","Wisconsin","Marinette","","Green Island, 80 acre island in Green Bay","",45.05,-87.5,"158667","","45 03'N, 087 30'W","","","","","",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:f5068c66-894e-4985-8ca9-7eace640529e","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=828813",NA
"47939",52290,59462,"591167","SUWS","VP","","247a4612-e9de-4ee0-862d-f0d8457e120c","PreservedSpecimen","aab2a76c-f95b-11e2-9dec-002590257708","SUWS013115","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Byrns, Frank","36342","36410",1999,9,7,250,250,"","","Fields, meadows and roadsides.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Douglas","","Superior","",46.68122,-92.06631,"7968","","46.681220 N, 92.066310 W","","","","","",NA,NA,NA,NA,NA,"","","","","42438.88611","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:2b7664da-0739-4e84-8769-34aa4e4d878e","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=591167",NA
"47974",52326,59498,"591241","SUWS","VP","","247a4612-e9de-4ee0-862d-f0d8457e120c","PreservedSpecimen","aab378d6-f95b-11e2-9dec-002590257708","SUWS013213","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Anderson, Jeffrey A.","99/6","36417",1999,9,14,257,257,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Douglas","","N/A","",46.68027,-91.9648,"13764","","T49N R13W sec35","","","","","",NA,NA,NA,NA,NA,"","","","","42438.88611","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:e5c3078a-6463-4804-815a-8ee4a339e575","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=591241",NA
"48158",52516,59692,"9175","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","67542b59-f4e9-4e7e-a062-2bcead051f3b","509390","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Roitsch, C.","567","36739",2000,8,1,214,214,"","","","","",NA,"","","",NA,"",NA,NA,"single sheet","United States","Minnesota","Morrison","","Crane Meadows National Wildlife Refuge;Crane Meadows National Wildlife Refuge;;;","",45.9339,-94.25156,"WGS84","10000","","mcman110 (2016-03-01 12:06:07)","","georef batch tool 2016-03-01; GeoLocate","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","43158.44167","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:67542b59-f4e9-4e7e-a062-2bcead051f3b","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=9175",NA
"48159",52517,59693,"5091","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","9009adfb-3786-4f04-8d5e-45fe577d1d90","509379","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Roitsch, C.","564","36739",2000,8,1,214,214,"","","","","",NA,"","","",NA,"",NA,NA,"single sheet","United States","Minnesota","Morrison","","Crane Meadows National Wildlife Refuge;Crane Meadows National Wildlife Refuge;;;","",45.9339,-94.25156,"WGS84","10000","","mcman110 (2016-03-01 12:06:07)","","georef batch tool 2016-03-01; GeoLocate","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","43158.44167","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:9009adfb-3786-4f04-8d5e-45fe577d1d90","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=5091",NA
"48278",52640,59821,"696431","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b991b110-f95b-11e2-9dec-002590257708","v0075619WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Williams, Andrew H.","00-08","36765",2000,8,27,240,240,"","","disturbed roadside with Verbascum thapsus, Oenothera biennis, Centaurea maculosa, Danthonia spicata, Solidago nemoralis","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Iron","","Hwy 51 ROW by powerlines","",46.13368,-90.00181,"93819","1138","T42N R04E sec09","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:efe51929-d4d2-45ab-be79-1e2f7a5f83a8","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=696431",NA
"48279",52641,59822,"696432","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b991b2e6-f95b-11e2-9dec-002590257708","v0075620WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Williams, Andrew H.","00-09","36765",2000,8,27,240,240,"","","open grassy roadside with Solidago nemoralis","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Price","","Hwy 70 ROW","",45.87535,-90.40984,"93820","1138","T39N R01E sec07","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:2034b6e9-1e46-4825-92a8-26317287b794","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=696432",NA
"48335",52699,59882,"1712","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","6fb8c946-0a51-4118-9a38-fb82a0eeaec6","435767","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","DeMink, L.","336","36786",2000,9,17,261,261,"","","Off hiking trail","","",NA,"","","",NA,"",NA,NA,"single sheet","United States","Minnesota","Morrison","","Crane Meadows National Wildlife Refuge; NENE 30-T40N-R31W; ~ 200 yds from Rice Lake;Crane Meadows National Wildlife Refuge;040N;31W;30","",45.9339,-94.25156,"WGS84","800","","mcman110 (2016-03-01 12:05:34)","","georef batch tool 2016-03-01; GeoLocate","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","43158.44167","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:6fb8c946-0a51-4118-9a38-fb82a0eeaec6","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=1712",NA
"48377",52741,59927,"955771","UWGB","VP","","e4db476a-383b-410b-be2a-b796ad6f9926","PreservedSpecimen","739f63f7-d259-4ba7-8e2b-f09a7f970a3a","UWGB29894","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Mahoney, Lisa","5","36821",2000,10,22,296,296,"","","Dry open field. Full sun. Well drained soil. Other dominant species Asclepias syriaca and Daucus carota.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Marinette","","City of Peshtigo","",45.0608,-87.736,"","","45.0608° N, 87.736° W; T30N R23E sec20","","DeLorme Street Atlas CD","","","",NA,NA,NA,NA,NA,"","","","","42713.55903","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:58c3bf1b-1f50-44b4-b293-764412fba87e","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=955771",NA
"48408",52775,59963,"5220357","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","3d16862c-0c82-4a49-a598-e95c7ea1ea93","v0126038WIS","234594","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Cochrane, Theodore; Botanical Club Wisconsin","14078","37073",2001,7,1,182,182,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Monroe","","Ft. McCoy Sand Barrens SNA, between (S of) 18th Lane and (N of) Cavalry Lane, 10 mi. W of Tomah, 6 mi. NE of Sparta (City Rock 7.5 minute quad.).","",43.98944,-90.70417,"","","","","","","","",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:3d16862c-0c82-4a49-a598-e95c7ea1ea93","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5220357",NA
"48410",52777,59965,"3916","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","a9573805-19f2-481a-a21f-a39a119586c5","438738","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Bosch, T.","51","37073",2001,7,1,182,182,"","","80 acre tract of native hill prairie.","","",NA,"","","",NA,"",NA,NA,"single sheet","United States","Minnesota","Big Stone","","Approx. 0.5 mile east of Hwy.75 and 2 miles south of Hwy.7. Sec.1-2;;120N;45W;","",45.19676,-96.29,"WGS84","10000","","mcman110 (2016-02-23 11:27:24)","","georef batch tool 2016-02-23","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","43158.44167","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:a9573805-19f2-481a-a21f-a39a119586c5","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=3916",NA
"48411",52778,59966,"745661","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","bed30318-f95b-11e2-9dec-002590257708","v0126038WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Cochrane, Theodore S.; Botanical Club Wisconsin,","14078","37073",2001,7,1,182,182,"","","Dry open sand barrens on undulating terrain in full sun; no Bulbostylis, Opuntia, or Artemisia ludoviciana, Festuca octoflora very rare; no turtles. Soil: Boone Fine sand (surface layer and subsoil are loose fine sand). Assoc. for shallow circular depression, 25 ft. in diam., in center of barrens: Amorpha canescens, Aster ericoides, Elytrigia repens, Euphorbia esula, Rudbeckia hirta, Salix humilis, Smilacina stellata, Tradescantia ohiensis.","","",NA,"Ten or 11 of ca. 75 stems of common milkweed in this depression had flowers with maroon and green sepals and cream-color (instead of dull purple) hoods and horns. They represent the f. leucantha.","","",NA,"",NA,NA,"","United States","Wisconsin","Monroe","","Ft. McCoy Sand Barrens SNA, between (S of) 18th Lane and (N of) Cavalry Lane, 10 mi. W of Tomah, 6 mi. NE of Sparta (City Rock 7.5 minute quad.).","",43.98944,-90.70417,"118270","","43 59'22""N, 090 42'15""W; T18N R03W sec35","","","","","",274,NA,NA,NA,NA,"900 ft","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:a30f275c-4d01-4167-913f-f191ccb186ee","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=745661",NA
"48459",52828,60016,"8252","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","39acfe24-9925-4ec7-80a5-1041a6a2cc40","478913","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Swanson, Scott","2119","37112",2001,8,9,221,221,"","","office parking lot","","",NA,"","","",NA,"",NA,NA,"single sheet","United States","Minnesota","Sherburne","","Sherburne National Wildlife Refuge;Sherburne National Wildlife Refuge;;;","",45.515,-93.71028,"","","45.5150000° N,93.7102800° W;GEOLocate","","","","","",NA,NA,NA,NA,NA,"","","","","43158.44167","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:39acfe24-9925-4ec7-80a5-1041a6a2cc40","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=8252",NA
"48556",52927,60117,"592118","SUWS","VP","","247a4612-e9de-4ee0-862d-f0d8457e120c","PreservedSpecimen","aac57a54-f95b-11e2-9dec-002590257708","SUWS014653","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Moullette, Elyse","2001/21","37152",2001,9,18,261,261,"","","In damp soil in a clearing.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Douglas","","N/A","",46.69896,-92.12964,"14134","","T49N R14W sec28","","","","","",NA,NA,NA,NA,NA,"","","","","42438.88611","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:50da97b2-6d60-45cb-aa66-31bd0cb5b9c4","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=592118",NA
"48557",52928,60118,"592151","SUWS","VP","","247a4612-e9de-4ee0-862d-f0d8457e120c","PreservedSpecimen","aac5cff4-f95b-11e2-9dec-002590257708","SUWS014706","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Gervais, Tom","2001-11","37152",2001,9,18,261,261,"","","Meadows with moist soil.","","",NA,"Medium plant, with pale green leaves, pods with silky seeds.","","",NA,"",NA,NA,"","United States","Wisconsin","Douglas","","Billing Point landing","",46.71202,-92.15009,"14144","","T49N R14W sec20","","","","","",NA,NA,NA,NA,NA,"","","","","42438.88611","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:3a80c189-9fa4-42de-aef8-ad0ed5b9679f","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=592151",NA
"48558",52929,60119,"592162","SUWS","VP","","247a4612-e9de-4ee0-862d-f0d8457e120c","PreservedSpecimen","aac5ea7a-f95b-11e2-9dec-002590257708","SUWS014748","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Larson, Bradley B.","43800","37152",2001,9,18,261,261,"","","Open area, field-like, near the lake.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Douglas","","N/A","",46.71202,-92.15009,"14150","","T49N R14W sec20","","","","","",NA,NA,NA,NA,NA,"","","","","42438.88611","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:9722609c-1e5c-45f1-bdba-12b9d1207e1e","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=592162",NA
"48559",52930,60120,"592228","SUWS","VP","","247a4612-e9de-4ee0-862d-f0d8457e120c","PreservedSpecimen","aac6d41c-f95b-11e2-9dec-002590257708","SUWS014835","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Stack, Anne","22/2001","37152",2001,9,18,261,261,"","","Wetland, shoreline, foresty field.","","",NA,"Pod with numerous seeds with silky white hairs.","","",NA,"",NA,NA,"","United States","Wisconsin","Douglas","","Superior Municipal Forest.","",46.71202,-92.15009,"14165","","T49N R14W sec20","","","","","",NA,NA,NA,NA,NA,"","","","","42438.88611","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:7cd6dd38-4603-4555-84db-820f38464b0c","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=592228",NA
"48591",52963,60153,"592136","SUWS","VP","","247a4612-e9de-4ee0-862d-f0d8457e120c","PreservedSpecimen","aac5a524-f95b-11e2-9dec-002590257708","SUWS014685","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Goette, Lance","16/2001","37188",2001,10,24,297,297,"","","Fields, meadows, roadsides.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Douglas","","N/A","",46.71202,-92.15009,"14142","","T49N R14W sec20","","","","","",NA,NA,NA,NA,NA,"","","","","42438.88611","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:4b14b36d-a901-4e43-a856-2f65927eac8a","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=592136",NA
"48648",53021,60214,"592319","SUWS","VP","","247a4612-e9de-4ee0-862d-f0d8457e120c","PreservedSpecimen","aac79492-f95b-11e2-9dec-002590257708","SUWS014934","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Anderson, Derek S.","156","37445",2002,7,8,189,189,"","","Growing in wooded area near trail, hard compact soil; shaded.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Polk","","Kennedy Mill Environmental Area; located on Kennedy Mill Ave.","",45.37463,-92.45903,"14167","","T33N R17W sec03","","","","","",NA,NA,NA,NA,NA,"","","","","42438.88611","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:052a0ad0-5422-4a32-942f-3d3a392b2056","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=592319",NA
